"question_idx","sentence_idx","layer_idx","early_decoder","probe_output","probe_ans","sentence_text"
"1","4","0","probe_model_answer_correct","[0.5051532609060909, 0.4948467390939091]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","1","probe_model_answer_correct","[0.4908010340955556, 0.5091989659044442]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","2","probe_model_answer_correct","[0.4429134812668365, 0.5570865187331635]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","3","probe_model_answer_correct","[0.490996435391701, 0.5090035646082989]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","4","probe_model_answer_correct","[0.533900407915149, 0.4660995920848508]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","5","probe_model_answer_correct","[0.4732507744750039, 0.5267492255249961]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","6","probe_model_answer_correct","[0.4770091506305792, 0.5229908493694209]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","7","probe_model_answer_correct","[0.49554736102546515, 0.5044526389745347]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","8","probe_model_answer_correct","[0.5611585447810298, 0.43884145521897033]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","9","probe_model_answer_correct","[0.5183393154399804, 0.4816606845600194]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","10","probe_model_answer_correct","[0.5054597531671777, 0.4945402468328223]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","11","probe_model_answer_correct","[0.46867086298713134, 0.5313291370128685]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","12","probe_model_answer_correct","[0.575313575241765, 0.4246864247582351]","0","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","13","probe_model_answer_correct","[0.44314583167808685, 0.5568541683219131]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","14","probe_model_answer_correct","[0.48617032911134217, 0.5138296708886576]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
"1","4","15","probe_model_answer_correct","[0.4985092858237396, 0.5014907141762603]","1","Hmm, I don't think autonomic nerve processes are part of the atrioventricular bundle. Autonomic nerves are involved in involuntary responses, like heart rate and blood pressure. The bundle itself is a specialized bundle, not a result of autonomic processes.

"
